제품코드,제품명,공정,설비코드,매당_설비분,매당_인시분
A3RG60-CL,일반 Ring,치수,HCAH_01,9.866666668,4
A3RG61-CM,일반 Ring,치수,HCAH_01,6.866666669,4
A3RG62-CM,일반 Ring,치수,HCAH_01,6.849999998,4
A3RG63-CM,일반 Ring,치수,HCAH_01,7.499999993,4
A3Z075-SL,Other,치수,HCAH_01,28.06666667,4
A3Z076-SL,Other,치수,HCAH_01,27.46666666,4
A3Z077-SL,Other,치수,HCAH_01,39.65000001,4
A3Z096-SL,Other,치수,HCAH_01,19.86666666,4
A3Z097-SL,Other,치수,HCAH_01,24.21666667,4
A3Z098-SL,Other,치수,HCAH_01,16.88333334,4
A3Z099-SL,Other,치수,HCAH_01,13.58333333,4
A3Z100-SL,Other,치수,HCAH_01,21.65,4
A3Z101-SL,Other,치수,HCAH_01,14.61666667,4
A3Z102-SL,Other,치수,HCAH_01,19.40000001,4
A3Z103-SL,Other,치수,HCAH_01,56.51666667,4
A3Z104-SL,Other,치수,HCAH_01,17.63333334,4
A3Z105-SL,Other,치수,HCAH_01,16.05,4
A4E001-SM,TEL CEL,치수,HCAH_01,4.142592591,4
A4E003-SM,TEL CEL,치수,HCAH_01,4.142592591,4
A4E007-SM,TEL CEL,치수,HCAH_01,4.142592591,4
A4E008-SM,TEL CEL,치수,HCAH_01,6.616666673,4
A4E011-SM,TEL CEL,치수,HCAH_01,4.142592591,4
A4E031-SL,TEL CEL,치수,HCAH_01,4.142592591,4
A4E054-SL,TEL CEL,치수,HCAH_01,4.142592591,4
A4E060-SL,TEL CEL,치수,HCAH_01,4.142592591,4
A4E067-SL,TEL CEL,치수,HCAH_01,6.183333333,4
A4E076-SM,TEL CEL,치수,HCAH_01,9.200000003,4
A4E111-SL,TEL CEL,치수,HCAH_01,7.45,4
A4E125-SL,TEL CEL,치수,HCAH_01,7.45,4
A4E143-SM,TEL CEL,치수,HCAH_01,7.45,4
A4E223-SL,TEL CEL,치수,HCAH_01,4.833333321,4
A4E323-SL,TEL CEL,치수,HCAH_01,4.483333344,4
A4E356-SL,TEL CEL,치수,HCAH_01,4.433333332,4
A4E385-SL,TEL CEL,치수,HCAH_01,6.866666669,4
A4E412-SL,TEL CEL,치수,HCAH_01,18.06666667,4
A4E423-SL,TEL CEL,치수,HCAH_01,23.4,4
A4E426-SL,TEL CEL,치수,HCAH_01,4.483333323,4
A4E450-SL,TEL CEL,치수,HCAH_01,20.33333333,4
A4E579-SL,TEL CEL,치수,HCAH_01,21.23333333,4
A4R008-MM,Ø400 대구경,치수,HCAH_01,6.550000001,4
A4R00G-SM,Ø400 대구경,치수,HCAH_01,7.252481714,4
A4R00Q-MM,Ø400 대구경,치수,HCAH_01,5.403846152,4
A4R010-SM,Ø400 대구경,치수,HCAH_01,6.566666672,4
A4R014-SM,Ø400 대구경,치수,HCAH_01,7.87,4
A4R018-SM,Ø400 대구경,치수,HCAH_01,4.483333334,4
A4R01H-SM,Ø400 대구경,치수,HCAH_01,8.449999995,4
A4R01U-SM,Ø400 대구경,치수,HCAH_01,7.640598292,4
A4R031-SM,Ø400 대구경,치수,HCAH_01,3.841666669,4
A4R04I-MM,Ø400 대구경,치수,HCAH_01,5.57,4
A4R052-SM,Ø400 대구경,치수,HCAH_01,4.499999994,4
A4R058-SL,Ø400 대구경,치수,HCAH_01,37.6,4
A4R06R-MM,Ø400 대구경,치수,HCAH_01,7.551666668,4
A4R08V-MM,Ø400 대구경,치수,HCAH_01,5.1,4
A4R097-SL,Ø400 대구경,치수,HCAH_01,3.949999991,4
A4R099-SM,Ø400 대구경,치수,HCAH_01,7.866666662,4
A4R09O-MM,Ø400 대구경,치수,HCAH_01,12.6,4
A4R0CL-SM,Ø400 대구경,치수,HCAH_01,5.891666669,4
A4R0UP-MM,Ø400 대구경,치수,HCAH_01,8.8,4
A5R005-MM,Ø500 대구경(기타),치수,HCAH_01,23.9,4
A5R00B-MM,Ø500 대구경(기타),치수,HCAH_01,6.932704402,4
A5R00E-MM,Ø500 대구경(기타),치수,HCAH_01,16.2,4
A5R026-MM,Ø500 대구경(기타),치수,HCAH_01,15.38997955,4
A5R030-MM,Ø500 대구경(기타),치수,HCAH_01,22.9,4
A5R042-MM,Ø500 대구경(기타),치수,HCAH_01,49,4
A5R049-SM,Ø500 대구경(기타),치수,HCAH_01,34.56666666,4
A5R058-MM,Ø500 대구경(기타),치수,HCAH_01,34.19999999,4
A5R067-SL,Ø500 대구경(기타),치수,HCAH_01,28.06666668,4
A5R081-MM,Ø500 대구경(기타),치수,HCAH_01,23.08333333,4
A5R084-MM,Ø500 대구경(기타),치수,HCAH_01,36.7,4
A5R099-SL,Ø500 대구경(기타),치수,HCAH_01,35.73333334,4
A5R109-SL,Ø500 대구경(기타),치수,HCAH_01,18.40000001,4
A5R111-SL,Ø500 대구경(기타),치수,HCAH_01,19.8,4
A5R117-SM,Ø500 대구경(기타),치수,HCAH_01,23.49999999,4
A5R120-SM,Ø500 대구경(기타),치수,HCAH_01,9.400000008,4
A5R128-MM,Ø500 대구경(기타),치수,HCAH_01,12.18333334,4
A5R131-SH,Ø500 대구경(기타),치수,HCAH_01,8.366666674,4
A5R133-MM,Ø500 대구경(기타),치수,HCAH_01,33.60000001,4
A5R145-SL,Ø500 대구경(기타),치수,HCAH_01,33.83333333,4
A5R151-SL,Ø500 대구경(기타),치수,HCAH_01,12.24999999,4
A5R154-SL,Ø500 대구경(기타),치수,HCAH_01,33.81666667,4
A5R167-SL,Ø500 대구경(기타),치수,HCAH_01,25.96666666,4
A5R168-SL,Ø500 대구경(기타),치수,HCAH_01,17.7,4
A5R170-SL,Ø500 대구경(기타),치수,HCAH_01,63.08333333,4
A5R171-SL,Ø500 대구경(기타),치수,HCAH_01,23.35,4
A5R173-SL,Ø500 대구경(기타),치수,HCAH_01,32.05,4
A5R174-SL,Ø500 대구경(기타),치수,HCAH_01,66.3,4
A5R175-SL,Ø500 대구경(기타),치수,HCAH_01,24.34999999,4
A5R176-SL,Ø500 대구경(기타),치수,HCAH_01,13.11666667,4
A5R177-SM,Ø500 대구경(기타),치수,HCAH_01,16.28333335,4
A5R178-SL,Ø500 대구경(기타),치수,HCAH_01,13.51666667,4
A5R179-SL,Ø500 대구경(기타),치수,HCAH_01,64.26666667,4
A5R180-SL,Ø500 대구경(기타),치수,HCAH_01,34.01666667,4
A5R181-SH,Ø500 대구경(기타),치수,HCAH_01,14.06666667,4
A5R182-SH,Ø500 대구경(기타),치수,HCAH_01,12.14999999,4
A5R183-SH,Ø500 대구경(기타),치수,HCAH_01,12.14999999,4
A5R184-SL,Ø500 대구경(기타),치수,HCAH_01,43.63333334,4
A5R186-SM,Ø500 대구경(기타),치수,HCAH_01,16.75,4
A5R188-SM,Ø500 대구경(기타),치수,HCAH_01,8.933333337,4
A5R191-SH,Ø500 대구경(기타),치수,HCAH_01,8.933333337,4
A5R193-MM,Ø500 대구경(기타),치수,HCAH_01,17.78333333,4
A5R195-SM,Ø500 대구경(기타),치수,HCAH_01,35,4
A5R196-SL,Ø500 대구경(기타),치수,HCAH_01,26.26666666,4
A5R206-SM,Ø500 대구경(기타),치수,HCAH_01,30.58333334,4
A5R207-SM,Ø500 대구경(기타),치수,HCAH_01,28.98333333,4
A5R210-MM,Ø500 대구경(기타),치수,HCAH_01,30,4
A5R211-MM,Ø500 대구경(기타),치수,HCAH_01,34.38333333,4
A5R212-SM,Ø500 대구경(기타),치수,HCAH_01,27.21666666,4
A5R213-SH,Ø500 대구경(기타),치수,HCAH_01,12.13333333,4
A5R214-SH,Ø500 대구경(기타),치수,HCAH_01,12.99999999,4
A5R215-SL,Ø500 대구경(기타),치수,HCAH_01,35,4
A5R217-SM,Ø500 대구경(기타),치수,HCAH_01,35,4
A5R218-MM,Ø500 대구경(기타),치수,HCAH_01,17.78333333,4
B3E015-SM,Bush CEL,치수,HCAH_01,14.49166666,4
B3E018-SM,Bush CEL,치수,HCAH_01,14.49166666,4
B3E027-SM,Bush CEL,치수,HCAH_01,9.73,4
B3E040-SM,Bush CEL,치수,HCAH_01,9.73,4
B3E056-SM,Bush CEL,치수,HCAH_01,9.73,4
B3E086-SM,Bush CEL,치수,HCAH_01,9.233333323,4
B3E0VD-SH,Bush CEL,치수,HCAH_01,6.100953079,4
B3E147-SH,Bush CEL,치수,HCAH_01,6.100953079,4
B3E205-SM,Bush CEL,치수,HCAH_01,21.86666667,4
B3R001-SM,SEMES RING,치수,HCAH_01,10.12,4
B3R025-SM,SEMES RING,치수,HCAH_01,10.12,4
B3R041-SM,SEMES RING,치수,HCAH_01,10.12,4
B3R061-SM,SEMES RING,치수,HCAH_01,10.12,4
B3R076-SM,SEMES RING,치수,HCAH_01,10.12,4
B3R113-SM,SEMES RING,치수,HCAH_01,9.466666669,4
B3R157-SM,SEMES RING,치수,HCAH_01,10.46666666,4
B3R181-SM,SEMES RING,치수,HCAH_01,10.46666666,4
B5R008-MM,TEL Ø500 대구경,치수,HCAH_01,15.72777778,4
B5R020-SM,TEL Ø500 대구경,치수,HCAH_01,17.63333333,4
B5R025-SM,TEL Ø500 대구경,치수,HCAH_01,11.98333334,4
B5R026-SM,TEL Ø500 대구경,치수,HCAH_01,14.10000001,4
C0Z004-SL,Other,치수,HCAH_01,3.150000003,4
C2R008-SL,일반 Ring,치수,HCAH_01,4,4
C2R01T-SL,일반 Ring,치수,HCAH_01,2.646527777,4
C2R01V-SL,일반 Ring,치수,HCAH_01,4,4
C2R01W-SM,일반 Ring,치수,HCAH_01,1.952051282,4
C2R01X-SM,일반 Ring,치수,HCAH_01,3.2,4
C2R01Y-SL,일반 Ring,치수,HCAH_01,2,4
C2R02C-SL,일반 Ring,치수,HCAH_01,3,4
C2W001-SM,Wafer,치수,HCAH_01,5.483333347,4
C3E01S-SH,LAM CEL,치수,HCAH_01,3.962499996,4
C3R00A-ML,일반 Ring,치수,HCAH_01,3.216666675,4
C3R021-SL,일반 Ring,치수,HCAH_01,3.833333339,4
C3R021-SL,일반 Ring,치수,HCAH_01,3.833333328,4
C3R026-SL,일반 Ring,치수,HCAH_01,2.366666665,4
C3R027-SL,일반 Ring,치수,HCAH_01,2.433333336,4
C3R034-SL,일반 Ring,치수,HCAH_01,3.4,4
C3R037-CM,일반 Ring,치수,HCAH_01,6,4
C3R045-CM,일반 Ring,치수,HCAH_01,6,4
C3R047-CM,일반 Ring,치수,HCAH_01,5,4
C3R048-CM,일반 Ring,치수,HCAH_01,6,4
C3R059-SL,일반 Ring,치수,HCAH_01,3.233333324,4
C3R072-CM,일반 Ring,치수,HCAH_01,3.683333325,4
C3R09T-SL,일반 Ring,치수,HCAH_01,3.516666661,4
C3R09U-SL,일반 Ring,치수,HCAH_01,2.22,4
C3R0AA-MM,일반 Ring,치수,HCAH_01,2.6,4
C3R0AB-SL,일반 Ring,치수,HCAH_01,4.05821018,4
C3R0AH-SL,일반 Ring,치수,HCAH_01,2.506868687,4
C3R0AJ-SL,일반 Ring,치수,HCAH_01,2.22,4
C3R0AR-SL,일반 Ring,치수,HCAH_01,2.4,4
C3R0AS-ML,일반 Ring,치수,HCAH_01,3,4
C3R0BC-SL,일반 Ring,치수,HCAH_01,2.400000006,4
C3R0BE-SL,일반 Ring,치수,HCAH_01,1.629513889,4
C3R0BL-SL,일반 Ring,치수,HCAH_01,4,4
C3W0RH-SH,WAFER,치수,HCAH_01,12.85,4
C4E0UX-SH,LAM CEL,치수,HCAH_01,8.633333329,4
C4Z003-SL,Other,치수,HCAH_01,4.600000007,4
C4Z004-SL,Other,치수,HCAH_01,10.16666665,4
C4Z005-SL,Other,치수,HCAH_01,4.249999998,4
C4Z008-CH,Other,치수,HCAH_01,8,4
C4Z009-SL,Other,치수,HCAH_01,10.06666667,4
C4Z010-SL,Other,치수,HCAH_01,4.266666658,4
C4Z011-SL,Other,치수,HCAH_01,5.949999997,4
C4Z015-SL,Other,치수,HCAH_01,3.050000001,4
C4Z016-SL,Other,치수,HCAH_01,12.29999999,4
C4Z017-SL,Other,치수,HCAH_01,4.783333341,4
C4Z018-SL,Other,치수,HCAH_01,6.699999995,4
D3E00B-SH,LAM CEL,치수,HCAH_01,5.37,4
D3E00Y-SH,LAM CEL,치수,HCAH_01,5.37,4
D3E02B-SH,Bush CEL,치수,HCAH_01,5.55,4
D3E0AQ-SH,LAM CEL,치수,HCAH_01,5.912222222,4
D3R00H-SL,일반 Ring,치수,HCAH_01,7,4
D3R00J-SL,일반 Ring,치수,HCAH_01,8,4
D3Y00A-SH,Bush CEL,치수,HCAH_01,3,4
D3Y0QA-SH,Bush CEL,치수,HCAH_01,5,4
E3E003-SL,LAM CEL,치수,HCAH_01,3.985416667,4
E3E004-SL,LAM CEL,치수,HCAH_01,3.985416667,4
E3E005-SL,LAM CEL,치수,HCAH_01,8.53095238,4
E3E006-SL,LAM CEL,치수,HCAH_01,8.53095238,4
E3E007-SL,LAM CEL,치수,HCAH_01,3.985416667,4
E3E008-SL,LAM CEL,치수,HCAH_01,8.53095238,4
E3E009-SL,LAM CEL,치수,HCAH_01,8.53095238,4
E3E00B-SL,LAM CEL,치수,HCAH_01,4.255555558,4
E3E010-SL,LAM CEL,치수,HCAH_01,10.22,4
E3E011-SL,LAM CEL,치수,HCAH_01,8.53095238,4
E3E022-SL,LAM CEL,치수,HCAH_01,17.98333333,4
E3R005-SL,AMAT/LAM RING,치수,HCAH_01,3.600000003,4
E3R016-SL,AMAT/LAM RING,치수,HCAH_01,6.83,4
E3R019-SL,AMAT/LAM RING,치수,HCAH_01,6.83,4
E3R020-SL,AMAT/LAM RING,치수,HCAH_01,5.13,4
E3R029-SL,AMAT/LAM RING,치수,HCAH_01,7.31,4
E3R031-SL,AMAT/LAM RING,치수,HCAH_01,6.83,4
E3R033-SL,AMAT/LAM RING,치수,HCAH_01,6.83,4
E3R037-CM,AMAT/LAM RING,치수,HCAH_01,7.4,4
E3R038-CL,AMAT/LAM RING,치수,HCAH_01,20.7,4
E3R047-CM,AMAT/LAM RING,치수,HCAH_01,11.36666667,4
E3R048-CM,AMAT/LAM RING,치수,HCAH_01,11.55,4
E3R049-CM,AMAT/LAM RING,치수,HCAH_01,12.53333334,4
E3R052-CM,AMAT/LAM RING,치수,HCAH_01,12.53333334,4
E3R057-AM,AMAT/LAM RING,치수,HCAH_01,12.53333334,4
E3R058-CM,AMAT/LAM RING,치수,HCAH_01,12.53333334,4
E3R061-CM,AMAT/LAM RING,치수,HCAH_01,12.98333334,4
E3R064-CM,AMAT/LAM RING,치수,HCAH_01,14.3,4
E3R065-CM,AMAT/LAM RING,치수,HCAH_01,13.65000001,4
E3R066-CM,AMAT/LAM RING,치수,HCAH_01,18.63333332,4
E3R067-CM,AMAT/LAM RING,치수,HCAH_01,22.76666667,4
E3R068-CM,AMAT/LAM RING,치수,HCAH_01,22.81666667,4
E3R076-CM,AMAT/LAM RING,치수,HCAH_01,24.21666667,4
E4R002-CM,AMAT/LAM RING,치수,HCAH_01,5.466666677,4
Z0D001-CN,Other,치수,HCAH_01,1.349999991,4
Z1D001-CN,Other,치수,HCAH_01,3.266666665,4
Z2R00A-SM,Other,치수,HCAH_01,1,4
Z3D021-CN,Other,치수,HCAH_01,8.766666662,4
Z3E00F-SH,LAM CEL,치수,HCAH_01,7.85,4
Z3W003-SM,Wafer,치수,HCAH_01,1.88,4
Z4D002-SL,일반 Ring,치수,HCAH_01,1,4
Z4D007-SL,일반 Ring,치수,HCAH_01,1,4
Z4T003-SN,일반 Ring,치수,HCAH_01,18.38333332,4
